alcaldia,localidad,sexo,rango_edad,poblacion
CUAJIMALPA DE MORELOS,Los Aguacates,Mujer,i) 40 a 44 años,23
CUAJIMALPA DE MORELOS,Los Aguacates,Mujer,j) 45 a 49 años,15
CUAJIMALPA DE MORELOS,Los Aguacates,Mujer,k) 50 a 54 años,6
CUAJIMALPA DE MORELOS,Los Aguacates,Mujer,l) 55 a 59 años,8
CUAJIMALPA DE MORELOS,Los Aguacates,Mujer,m) 60 a 64 años,3
CUAJIMALPA DE MORELOS,Los Aguacates,Mujer,n) 65 a 69 años,5
CUAJIMALPA DE MORELOS,Los Aguacates,Mujer,o) 70 a 74 años,3
CUAJIMALPA DE MORELOS,Los Aguacates,Mujer,p) 75 a 79 años,1
CUAJIMALPA DE MORELOS,Los Aguacates,Mujer,q) 80 a 84 años,0
CUAJIMALPA DE MORELOS,Los Aguacates,Mujer,r) 85 años y más,0
GUSTAVO A. MADERO,Gustavo A. Madero,Hombre,a) 0 a 4 años,32218
GUSTAVO A. MADERO,Gustavo A. Madero,Hombre,b) 5 a 9 años,36273
GUSTAVO A. MADERO,Gustavo A. Madero,Hombre,c) 10 a 14 años,39042
GUSTAVO A. MADERO,Gustavo A. Madero,Hombre,d) 15 a 19 años,43052
GUSTAVO A. MADERO,Gustavo A. Madero,Hombre,e) 20 a 24 años,46768
GUSTAVO A. MADERO,Gustavo A. Madero,Hombre,f) 25 a 29 años,46369
GUSTAVO A. MADERO,Gustavo A. Madero,Hombre,g) 30 a 34 años,43437
GUSTAVO A. MADERO,Gustavo A. Madero,Hombre,h) 35 a 39 años,40516
GUSTAVO A. MADERO,Gustavo A. Madero,Hombre,i) 40 a 44 años,38783
GUSTAVO A. MADERO,Gustavo A. Madero,Hombre,j) 45 a 49 años,39825
GUSTAVO A. MADERO,Gustavo A. Madero,Hombre,k) 50 a 54 años,37979
GUSTAVO A. MADERO,Gustavo A. Madero,Hombre,l) 55 a 59 años,32164
GUSTAVO A. MADERO,Gustavo A. Madero,Hombre,m) 60 a 64 años,27902
GUSTAVO A. MADERO,Gustavo A. Madero,Hombre,n) 65 a 69 años,20530
GUSTAVO A. MADERO,Gustavo A. Madero,Hombre,o) 70 a 74 años,15486
GUSTAVO A. MADERO,Gustavo A. Madero,Hombre,p) 75 a 79 años,10673
GUSTAVO A. MADERO,Gustavo A. Madero,Hombre,q) 80 a 84 años,7062
GUSTAVO A. MADERO,Gustavo A. Madero,Hombre,r) 85 años y más,5681
GUSTAVO A. MADERO,Gustavo A. Madero,Mujer,a) 0 a 4 años,31044
GUSTAVO A. MADERO,Gustavo A. Madero,Mujer,b) 5 a 9 años,35361
GUSTAVO A. MADERO,Gustavo A. Madero,Mujer,c) 10 a 14 años,38407
GUSTAVO A. MADERO,Gustavo A. Madero,Mujer,d) 15 a 19 años,41281
GUSTAVO A. MADERO,Gustavo A. Madero,Mujer,e) 20 a 24 años,44809
GUSTAVO A. MADERO,Gustavo A. Madero,Mujer,f) 25 a 29 años,45079
GUSTAVO A. MADERO,Gustavo A. Madero,Mujer,g) 30 a 34 años,44189
GUSTAVO A. MADERO,Gustavo A. Madero,Mujer,h) 35 a 39 años,43083
GUSTAVO A. MADERO,Gustavo A. Madero,Mujer,i) 40 a 44 años,42720
GUSTAVO A. MADERO,Gustavo A. Madero,Mujer,j) 45 a 49 años,44866
GUSTAVO A. MADERO,Gustavo A. Madero,Mujer,k) 50 a 54 años,44541
GUSTAVO A. MADERO,Gustavo A. Madero,Mujer,l) 55 a 59 años,37842
GUSTAVO A. MADERO,Gustavo A. Madero,Mujer,m) 60 a 64 años,34192
GUSTAVO A. MADERO,Gustavo A. Madero,Mujer,n) 65 a 69 años,26030
GUSTAVO A. MADERO,Gustavo A. Madero,Mujer,o) 70 a 74 años,20814
GUSTAVO A. MADERO,Gustavo A. Madero,Mujer,p) 75 a 79 años,14406
GUSTAVO A. MADERO,Gustavo A. Madero,Mujer,q) 80 a 84 años,10617
GUSTAVO A. MADERO,Gustavo A. Madero,Mujer,r) 85 años y más,10076
IZTACALCO,Iztacalco,Hombre,a) 0 a 4 años,10426
IZTACALCO,Iztacalco,Hombre,b) 5 a 9 años,11781
IZTACALCO,Iztacalco,Hombre,c) 10 a 14 años,12900
IZTACALCO,Iztacalco,Hombre,d) 15 a 19 años,14264
IZTACALCO,Iztacalco,Hombre,e) 20 a 24 años,15348
IZTACALCO,Iztacalco,Hombre,f) 25 a 29 años,15573
IZTACALCO,Iztacalco,Hombre,g) 30 a 34 años,15482
IZTACALCO,Iztacalco,Hombre,h) 35 a 39 años,14487
IZTACALCO,Iztacalco,Hombre,i) 40 a 44 años,13514
IZTACALCO,Iztacalco,Hombre,j) 45 a 49 años,14074
IZTACALCO,Iztacalco,Hombre,k) 50 a 54 años,13188
IZTACALCO,Iztacalco,Hombre,l) 55 a 59 años,11269
IZTACALCO,Iztacalco,Hombre,m) 60 a 64 años,9660
IZTACALCO,Iztacalco,Hombre,n) 65 a 69 años,7097
IZTACALCO,Iztacalco,Hombre,o) 70 a 74 años,5192
IZTACALCO,Iztacalco,Hombre,p) 75 a 79 años,3488
IZTACALCO,Iztacalco,Hombre,q) 80 a 84 años,2400
IZTACALCO,Iztacalco,Hombre,r) 85 años y más,2121
IZTACALCO,Iztacalco,Mujer,a) 0 a 4 años,10040
IZTACALCO,Iztacalco,Mujer,b) 5 a 9 años,11495
IZTACALCO,Iztacalco,Mujer,c) 10 a 14 años,12670
IZTACALCO,Iztacalco,Mujer,d) 15 a 19 años,13495
IZTACALCO,Iztacalco,Mujer,e) 20 a 24 años,15293
IZTACALCO,Iztacalco,Mujer,f) 25 a 29 años,16154
IZTACALCO,Iztacalco,Mujer,g) 30 a 34 años,16253
IZTACALCO,Iztacalco,Mujer,h) 35 a 39 años,15620
IZTACALCO,Iztacalco,Mujer,i) 40 a 44 años,15234
IZTACALCO,Iztacalco,Mujer,j) 45 a 49 años,16002
IZTACALCO,Iztacalco,Mujer,k) 50 a 54 años,15712
IZTACALCO,Iztacalco,Mujer,l) 55 a 59 años,13336
IZTACALCO,Iztacalco,Mujer,m) 60 a 64 años,12173
IZTACALCO,Iztacalco,Mujer,n) 65 a 69 años,9195
IZTACALCO,Iztacalco,Mujer,o) 70 a 74 años,7208
IZTACALCO,Iztacalco,Mujer,p) 75 a 79 años,4907
IZTACALCO,Iztacalco,Mujer,q) 80 a 84 años,3774
IZTACALCO,Iztacalco,Mujer,r) 85 años y más,3692
IZTAPALAPA,Iztapalapa,Hombre,a) 0 a 4 años,52070
IZTAPALAPA,Iztapalapa,Hombre,b) 5 a 9 años,64449
IZTAPALAPA,Iztapalapa,Hombre,c) 10 a 14 años,69528
IZTAPALAPA,Iztapalapa,Hombre,d) 15 a 19 años,73108
IZTAPALAPA,Iztapalapa,Hombre,e) 20 a 24 años,75828
IZTAPALAPA,Iztapalapa,Hombre,f) 25 a 29 años,75498
IZTAPALAPA,Iztapalapa,Hombre,g) 30 a 34 años,71308
IZTAPALAPA,Iztapalapa,Hombre,h) 35 a 39 años,66445
IZTAPALAPA,Iztapalapa,Hombre,i) 40 a 44 años,62646
IZTAPALAPA,Iztapalapa,Hombre,j) 45 a 49 años,61013
IZTAPALAPA,Iztapalapa,Hombre,k) 50 a 54 años,54898
IZTAPALAPA,Iztapalapa,Hombre,l) 55 a 59 años,45370
IZTAPALAPA,Iztapalapa,Hombre,m) 60 a 64 años,39606
IZTAPALAPA,Iztapalapa,Hombre,n) 65 a 69 años,29058
IZTAPALAPA,Iztapalapa,Hombre,o) 70 a 74 años,20815
IZTAPALAPA,Iztapalapa,Hombre,p) 75 a 79 años,12994
IZTAPALAPA,Iztapalapa,Hombre,q) 80 a 84 años,7309
IZTAPALAPA,Iztapalapa,Hombre,r) 85 años y más,5513
IZTAPALAPA,Iztapalapa,Mujer,a) 0 a 4 años,51078
IZTAPALAPA,Iztapalapa,Mujer,b) 5 a 9 años,62279
IZTAPALAPA,Iztapalapa,Mujer,c) 10 a 14 años,67431
IZTAPALAPA,Iztapalapa,Mujer,d) 15 a 19 años,70085
IZTAPALAPA,Iztapalapa,Mujer,e) 20 a 24 años,74912
IZTAPALAPA,Iztapalapa,Mujer,f) 25 a 29 años,76092
IZTAPALAPA,Iztapalapa,Mujer,g) 30 a 34 años,73562
IZTAPALAPA,Iztapalapa,Mujer,h) 35 a 39 años,70485
IZTAPALAPA,Iztapalapa,Mujer,i) 40 a 44 años,68867
IZTAPALAPA,Iztapalapa,Mujer,j) 45 a 49 años,68372
IZTAPALAPA,Iztapalapa,Mujer,k) 50 a 54 años,63783
IZTAPALAPA,Iztapalapa,Mujer,l) 55 a 59 años,53920
IZTAPALAPA,Iztapalapa,Mujer,m) 60 a 64 años,48146
IZTAPALAPA,Iztapalapa,Mujer,n) 65 a 69 años,35877
IZTAPALAPA,Iztapalapa,Mujer,o) 70 a 74 años,26051
IZTAPALAPA,Iztapalapa,Mujer,p) 75 a 79 años,16469
IZTAPALAPA,Iztapalapa,Mujer,q) 80 a 84 años,10539
IZTAPALAPA,Iztapalapa,Mujer,r) 85 años y más,9687
LA MAGDALENA CONTRERAS,La Magdalena Contreras,Hombre,a) 0 a 4 años,6461
LA MAGDALENA CONTRERAS,La Magdalena Contreras,Hombre,b) 5 a 9 años,8218
LA MAGDALENA CONTRERAS,La Magdalena Contreras,Hombre,c) 10 a 14 años,9009
LA MAGDALENA CONTRERAS,La Magdalena Contreras,Hombre,d) 15 a 19 años,9537
LA MAGDALENA CONTRERAS,La Magdalena Contreras,Hombre,e) 20 a 24 años,10012
LA MAGDALENA CONTRERAS,La Magdalena Contreras,Hombre,f) 25 a 29 años,9714
LA MAGDALENA CONTRERAS,La Magdalena Contreras,Hombre,g) 30 a 34 años,8811
LA MAGDALENA CONTRERAS,La Magdalena Contreras,Hombre,h) 35 a 39 años,8441
LA MAGDALENA CONTRERAS,La Magdalena Contreras,Hombre,i) 40 a 44 años,8228
LA MAGDALENA CONTRERAS,La Magdalena Contreras,Hombre,j) 45 a 49 años,8747
LA MAGDALENA CONTRERAS,La Magdalena Contreras,Hombre,k) 50 a 54 años,7877
LA MAGDALENA CONTRERAS,La Magdalena Contreras,Hombre,l) 55 a 59 años,6216
LA MAGDALENA CONTRERAS,La Magdalena Contreras,Hombre,m) 60 a 64 años,5402
LA MAGDALENA CONTRERAS,La Magdalena Contreras,Hombre,n) 65 a 69 años,4019
LA MAGDALENA CONTRERAS,La Magdalena Contreras,Hombre,o) 70 a 74 años,3061
LA MAGDALENA CONTRERAS,La Magdalena Contreras,Hombre,p) 75 a 79 años,1895
LA MAGDALENA CONTRERAS,La Magdalena Contreras,Hombre,q) 80 a 84 años,1095
LA MAGDALENA CONTRERAS,La Magdalena Contreras,Hombre,r) 85 años y más,899
LA MAGDALENA CONTRERAS,La Magdalena Contreras,Mujer,a) 0 a 4 años,6461
LA MAGDALENA CONTRERAS,La Magdalena Contreras,Mujer,b) 5 a 9 años,7944
LA MAGDALENA CONTRERAS,La Magdalena Contreras,Mujer,c) 10 a 14 años,8975
LA MAGDALENA CONTRERAS,La Magdalena Contreras,Mujer,d) 15 a 19 años,9261
LA MAGDALENA CONTRERAS,La Magdalena Contreras,Mujer,e) 20 a 24 años,9847
LA MAGDALENA CONTRERAS,La Magdalena Contreras,Mujer,f) 25 a 29 años,10011
LA MAGDALENA CONTRERAS,La Magdalena Contreras,Mujer,g) 30 a 34 años,9250
LA MAGDALENA CONTRERAS,La Magdalena Contreras,Mujer,h) 35 a 39 años,9153
LA MAGDALENA CONTRERAS,La Magdalena Contreras,Mujer,i) 40 a 44 años,9499
LA MAGDALENA CONTRERAS,La Magdalena Contreras,Mujer,j) 45 a 49 años,9989
LA MAGDALENA CONTRERAS,La Magdalena Contreras,Mujer,k) 50 a 54 años,9276
LA MAGDALENA CONTRERAS,La Magdalena Contreras,Mujer,l) 55 a 59 años,7469
LA MAGDALENA CONTRERAS,La Magdalena Contreras,Mujer,m) 60 a 64 años,6571
LA MAGDALENA CONTRERAS,La Magdalena Contreras,Mujer,n) 65 a 69 años,5202
LA MAGDALENA CONTRERAS,La Magdalena Contreras,Mujer,o) 70 a 74 años,3768
LA MAGDALENA CONTRERAS,La Magdalena Contreras,Mujer,p) 75 a 79 años,2579
LA MAGDALENA CONTRERAS,La Magdalena Contreras,Mujer,q) 80 a 84 años,1732
LA MAGDALENA CONTRERAS,La Magdalena Contreras,Mujer,r) 85 años y más,1756
MILPA ALTA,Villa Milpa Alta,Hombre,a) 0 a 4 años,577
MILPA ALTA,Villa Milpa Alta,Hombre,b) 5 a 9 años,713
MILPA ALTA,Villa Milpa Alta,Hombre,c) 10 a 14 años,693
MILPA ALTA,Villa Milpa Alta,Hombre,d) 15 a 19 años,789
MILPA ALTA,Villa Milpa Alta,Hombre,e) 20 a 24 años,757
MILPA ALTA,Villa Milpa Alta,Hombre,f) 25 a 29 años,708
MILPA ALTA,Villa Milpa Alta,Hombre,g) 30 a 34 años,657
MILPA ALTA,Villa Milpa Alta,Hombre,h) 35 a 39 años,640
MILPA ALTA,Villa Milpa Alta,Hombre,i) 40 a 44 años,625
MILPA ALTA,Villa Milpa Alta,Hombre,j) 45 a 49 años,556
MILPA ALTA,Villa Milpa Alta,Hombre,k) 50 a 54 años,517
MILPA ALTA,Villa Milpa Alta,Hombre,l) 55 a 59 años,453
MILPA ALTA,Villa Milpa Alta,Hombre,m) 60 a 64 años,369
MILPA ALTA,Villa Milpa Alta,Hombre,n) 65 a 69 años,276
MILPA ALTA,Villa Milpa Alta,Hombre,o) 70 a 74 años,220
MILPA ALTA,Villa Milpa Alta,Hombre,p) 75 a 79 años,142
MILPA ALTA,Villa Milpa Alta,Hombre,q) 80 a 84 años,85
MILPA ALTA,Villa Milpa Alta,Hombre,r) 85 años y más,86
MILPA ALTA,Villa Milpa Alta,Mujer,a) 0 a 4 años,535
MILPA ALTA,Villa Milpa Alta,Mujer,b) 5 a 9 años,648
MILPA ALTA,Villa Milpa Alta,Mujer,c) 10 a 14 años,709
MILPA ALTA,Villa Milpa Alta,Mujer,d) 15 a 19 años,679
MILPA ALTA,Villa Milpa Alta,Mujer,e) 20 a 24 años,773
MILPA ALTA,Villa Milpa Alta,Mujer,f) 25 a 29 años,755
MILPA ALTA,Villa Milpa Alta,Mujer,g) 30 a 34 años,711
MILPA ALTA,Villa Milpa Alta,Mujer,h) 35 a 39 años,697
MILPA ALTA,Villa Milpa Alta,Mujer,i) 40 a 44 años,704
MILPA ALTA,Villa Milpa Alta,Mujer,j) 45 a 49 años,634
MILPA ALTA,Villa Milpa Alta,Mujer,k) 50 a 54 años,625
MILPA ALTA,Villa Milpa Alta,Mujer,l) 55 a 59 años,475
MILPA ALTA,Villa Milpa Alta,Mujer,m) 60 a 64 años,410
MILPA ALTA,Villa Milpa Alta,Mujer,n) 65 a 69 años,353
MILPA ALTA,Villa Milpa Alta,Mujer,o) 70 a 74 años,246
MILPA ALTA,Villa Milpa Alta,Mujer,p) 75 a 79 años,162
MILPA ALTA,Villa Milpa Alta,Mujer,q) 80 a 84 años,120
MILPA ALTA,Villa Milpa Alta,Mujer,r) 85 años y más,114
MILPA ALTA,San Antonio Tecómitl,Hombre,a) 0 a 4 años,911
MILPA ALTA,San Antonio Tecómitl,Hombre,b) 5 a 9 años,1125
MILPA ALTA,San Antonio Tecómitl,Hombre,c) 10 a 14 años,1144
MILPA ALTA,San Antonio Tecómitl,Hombre,d) 15 a 19 años,1242
MILPA ALTA,San Antonio Tecómitl,Hombre,e) 20 a 24 años,1250
MILPA ALTA,San Antonio Tecómitl,Hombre,f) 25 a 29 años,1111
MILPA ALTA,San Antonio Tecómitl,Hombre,g) 30 a 34 años,1040
MILPA ALTA,San Antonio Tecómitl,Hombre,h) 35 a 39 años,933
MILPA ALTA,San Antonio Tecómitl,Hombre,i) 40 a 44 años,897
MILPA ALTA,San Antonio Tecómitl,Hombre,j) 45 a 49 años,896
MILPA ALTA,San Antonio Tecómitl,Hombre,k) 50 a 54 años,860
MILPA ALTA,San Antonio Tecómitl,Hombre,l) 55 a 59 años,648
MILPA ALTA,San Antonio Tecómitl,Hombre,m) 60 a 64 años,505
MILPA ALTA,San Antonio Tecómitl,Hombre,n) 65 a 69 años,351
MILPA ALTA,San Antonio Tecómitl,Hombre,o) 70 a 74 años,215
MILPA ALTA,San Antonio Tecómitl,Hombre,p) 75 a 79 años,163
MILPA ALTA,San Antonio Tecómitl,Hombre,q) 80 a 84 años,112
MILPA ALTA,San Antonio Tecómitl,Hombre,r) 85 años y más,75
MILPA ALTA,San Antonio Tecómitl,Mujer,a) 0 a 4 años,879
MILPA ALTA,San Antonio Tecómitl,Mujer,b) 5 a 9 años,1089
MILPA ALTA,San Antonio Tecómitl,Mujer,c) 10 a 14 años,1174
MILPA ALTA,San Antonio Tecómitl,Mujer,d) 15 a 19 años,1152
MILPA ALTA,San Antonio Tecómitl,Mujer,e) 20 a 24 años,1170
MILPA ALTA,San Antonio Tecómitl,Mujer,f) 25 a 29 años,1274
MILPA ALTA,San Antonio Tecómitl,Mujer,g) 30 a 34 años,1113
MILPA ALTA,San Antonio Tecómitl,Mujer,h) 35 a 39 años,1018
MILPA ALTA,San Antonio Tecómitl,Mujer,i) 40 a 44 años,995
MILPA ALTA,San Antonio Tecómitl,Mujer,j) 45 a 49 años,1039
MILPA ALTA,San Antonio Tecómitl,Mujer,k) 50 a 54 años,984
MILPA ALTA,San Antonio Tecómitl,Mujer,l) 55 a 59 años,731
MILPA ALTA,San Antonio Tecómitl,Mujer,m) 60 a 64 años,597
MILPA ALTA,San Antonio Tecómitl,Mujer,n) 65 a 69 años,387
MILPA ALTA,San Antonio Tecómitl,Mujer,o) 70 a 74 años,274
MILPA ALTA,San Antonio Tecómitl,Mujer,p) 75 a 79 años,168
MILPA ALTA,San Antonio Tecómitl,Mujer,q) 80 a 84 años,127
MILPA ALTA,San Antonio Tecómitl,Mujer,r) 85 años y más,119
MILPA ALTA,San Bartolomé Xicomulco,Hombre,a) 0 a 4 años,138
MILPA ALTA,San Bartolomé Xicomulco,Hombre,b) 5 a 9 años,188
MILPA ALTA,San Bartolomé Xicomulco,Hombre,c) 10 a 14 años,202
MILPA ALTA,San Bartolomé Xicomulco,Hombre,d) 15 a 19 años,232
MILPA ALTA,San Bartolomé Xicomulco,Hombre,e) 20 a 24 años,198
MILPA ALTA,San Bartolomé Xicomulco,Hombre,f) 25 a 29 años,180
MILPA ALTA,San Bartolomé Xicomulco,Hombre,g) 30 a 34 años,147
MILPA ALTA,San Bartolomé Xicomulco,Hombre,h) 35 a 39 años,141
MILPA ALTA,San Bartolomé Xicomulco,Hombre,i) 40 a 44 años,181
MILPA ALTA,San Bartolomé Xicomulco,Hombre,j) 45 a 49 años,167
MILPA ALTA,San Bartolomé Xicomulco,Hombre,k) 50 a 54 años,159
MILPA ALTA,San Bartolomé Xicomulco,Hombre,l) 55 a 59 años,129
MILPA ALTA,San Bartolomé Xicomulco,Hombre,m) 60 a 64 años,87
MILPA ALTA,San Bartolomé Xicomulco,Hombre,n) 65 a 69 años,72
MILPA ALTA,San Bartolomé Xicomulco,Hombre,o) 70 a 74 años,52
MILPA ALTA,San Bartolomé Xicomulco,Hombre,p) 75 a 79 años,43
MILPA ALTA,San Bartolomé Xicomulco,Hombre,q) 80 a 84 años,16
MILPA ALTA,San Bartolomé Xicomulco,Hombre,r) 85 años y más,19
MILPA ALTA,San Bartolomé Xicomulco,Mujer,a) 0 a 4 años,158
MILPA ALTA,San Bartolomé Xicomulco,Mujer,b) 5 a 9 años,203
MILPA ALTA,San Bartolomé Xicomulco,Mujer,c) 10 a 14 años,225
MILPA ALTA,San Bartolomé Xicomulco,Mujer,d) 15 a 19 años,206
MILPA ALTA,San Bartolomé Xicomulco,Mujer,e) 20 a 24 años,199
MILPA ALTA,San Bartolomé Xicomulco,Mujer,f) 25 a 29 años,184
MILPA ALTA,San Bartolomé Xicomulco,Mujer,g) 30 a 34 años,178
MILPA ALTA,San Bartolomé Xicomulco,Mujer,h) 35 a 39 años,174
MILPA ALTA,San Bartolomé Xicomulco,Mujer,i) 40 a 44 años,216
MILPA ALTA,San Bartolomé Xicomulco,Mujer,j) 45 a 49 años,211
MILPA ALTA,San Bartolomé Xicomulco,Mujer,k) 50 a 54 años,186
MILPA ALTA,San Bartolomé Xicomulco,Mujer,l) 55 a 59 años,117
MILPA ALTA,San Bartolomé Xicomulco,Mujer,m) 60 a 64 años,116
MILPA ALTA,San Bartolomé Xicomulco,Mujer,n) 65 a 69 años,71
MILPA ALTA,San Bartolomé Xicomulco,Mujer,o) 70 a 74 años,54
MILPA ALTA,San Bartolomé Xicomulco,Mujer,p) 75 a 79 años,37
MILPA ALTA,San Bartolomé Xicomulco,Mujer,q) 80 a 84 años,25
MILPA ALTA,San Bartolomé Xicomulco,Mujer,r) 85 años y más,22
MILPA ALTA,San Francisco Tecoxpa,Hombre,a) 0 a 4 años,507
MILPA ALTA,San Francisco Tecoxpa,Hombre,b) 5 a 9 años,570
MILPA ALTA,San Francisco Tecoxpa,Hombre,c) 10 a 14 años,602
MILPA ALTA,San Francisco Tecoxpa,Hombre,d) 15 a 19 años,629
MILPA ALTA,San Francisco Tecoxpa,Hombre,e) 20 a 24 años,693
MILPA ALTA,San Francisco Tecoxpa,Hombre,f) 25 a 29 años,568
MILPA ALTA,San Francisco Tecoxpa,Hombre,g) 30 a 34 años,510
MILPA ALTA,San Francisco Tecoxpa,Hombre,h) 35 a 39 años,486
MILPA ALTA,San Francisco Tecoxpa,Hombre,i) 40 a 44 años,436
MILPA ALTA,San Francisco Tecoxpa,Hombre,j) 45 a 49 años,444
MILPA ALTA,San Francisco Tecoxpa,Hombre,k) 50 a 54 años,375
MILPA ALTA,San Francisco Tecoxpa,Hombre,l) 55 a 59 años,314
MILPA ALTA,San Francisco Tecoxpa,Hombre,m) 60 a 64 años,229
MILPA ALTA,San Francisco Tecoxpa,Hombre,n) 65 a 69 años,167
MILPA ALTA,San Francisco Tecoxpa,Hombre,o) 70 a 74 años,118
MILPA ALTA,San Francisco Tecoxpa,Hombre,p) 75 a 79 años,76
MILPA ALTA,San Francisco Tecoxpa,Hombre,q) 80 a 84 años,42
MILPA ALTA,San Francisco Tecoxpa,Hombre,r) 85 años y más,37
MILPA ALTA,San Francisco Tecoxpa,Mujer,a) 0 a 4 años,446
MILPA ALTA,San Francisco Tecoxpa,Mujer,b) 5 a 9 años,588
MILPA ALTA,San Francisco Tecoxpa,Mujer,c) 10 a 14 años,582
MILPA ALTA,San Francisco Tecoxpa,Mujer,d) 15 a 19 años,603
MILPA ALTA,San Francisco Tecoxpa,Mujer,e) 20 a 24 años,627
MILPA ALTA,San Francisco Tecoxpa,Mujer,f) 25 a 29 años,577
MILPA ALTA,San Francisco Tecoxpa,Mujer,g) 30 a 34 años,584
MILPA ALTA,San Francisco Tecoxpa,Mujer,h) 35 a 39 años,535
MILPA ALTA,San Francisco Tecoxpa,Mujer,i) 40 a 44 años,511
MILPA ALTA,San Francisco Tecoxpa,Mujer,j) 45 a 49 años,492
MILPA ALTA,San Francisco Tecoxpa,Mujer,k) 50 a 54 años,471
MILPA ALTA,San Francisco Tecoxpa,Mujer,l) 55 a 59 años,332
MILPA ALTA,San Francisco Tecoxpa,Mujer,m) 60 a 64 años,264
MILPA ALTA,San Francisco Tecoxpa,Mujer,n) 65 a 69 años,168
MILPA ALTA,San Francisco Tecoxpa,Mujer,o) 70 a 74 años,110
MILPA ALTA,San Francisco Tecoxpa,Mujer,p) 75 a 79 años,104
MILPA ALTA,San Francisco Tecoxpa,Mujer,q) 80 a 84 años,56
MILPA ALTA,San Francisco Tecoxpa,Mujer,r) 85 años y más,59
MILPA ALTA,San Pablo Oztotepec,Hombre,a) 0 a 4 años,603
MILPA ALTA,San Pablo Oztotepec,Hombre,b) 5 a 9 años,751
MILPA ALTA,San Pablo Oztotepec,Hombre,c) 10 a 14 años,775
MILPA ALTA,San Pablo Oztotepec,Hombre,d) 15 a 19 años,807
MILPA ALTA,San Pablo Oztotepec,Hombre,e) 20 a 24 años,763
MILPA ALTA,San Pablo Oztotepec,Hombre,f) 25 a 29 años,724
MILPA ALTA,San Pablo Oztotepec,Hombre,g) 30 a 34 años,642
MILPA ALTA,San Pablo Oztotepec,Hombre,h) 35 a 39 años,594
MILPA ALTA,San Pablo Oztotepec,Hombre,i) 40 a 44 años,576
MILPA ALTA,San Pablo Oztotepec,Hombre,j) 45 a 49 años,547
MILPA ALTA,San Pablo Oztotepec,Hombre,k) 50 a 54 años,489
MILPA ALTA,San Pablo Oztotepec,Hombre,l) 55 a 59 años,354
MILPA ALTA,San Pablo Oztotepec,Hombre,m) 60 a 64 años,325
MILPA ALTA,San Pablo Oztotepec,Hombre,n) 65 a 69 años,236
MILPA ALTA,San Pablo Oztotepec,Hombre,o) 70 a 74 años,121
MILPA ALTA,San Pablo Oztotepec,Hombre,p) 75 a 79 años,98
MILPA ALTA,San Pablo Oztotepec,Hombre,q) 80 a 84 años,71
MILPA ALTA,San Pablo Oztotepec,Hombre,r) 85 años y más,35
MILPA ALTA,San Pablo Oztotepec,Mujer,a) 0 a 4 años,648
MILPA ALTA,San Pablo Oztotepec,Mujer,b) 5 a 9 años,779
MILPA ALTA,San Pablo Oztotepec,Mujer,c) 10 a 14 años,845
MILPA ALTA,San Pablo Oztotepec,Mujer,d) 15 a 19 años,799
MILPA ALTA,San Pablo Oztotepec,Mujer,e) 20 a 24 años,752
MILPA ALTA,San Pablo Oztotepec,Mujer,f) 25 a 29 años,789
MILPA ALTA,San Pablo Oztotepec,Mujer,g) 30 a 34 años,670
MILPA ALTA,San Pablo Oztotepec,Mujer,h) 35 a 39 años,678
MILPA ALTA,San Pablo Oztotepec,Mujer,i) 40 a 44 años,630
MILPA ALTA,San Pablo Oztotepec,Mujer,j) 45 a 49 años,586
MILPA ALTA,San Pablo Oztotepec,Mujer,k) 50 a 54 años,561
MILPA ALTA,San Pablo Oztotepec,Mujer,l) 55 a 59 años,450
MILPA ALTA,San Pablo Oztotepec,Mujer,m) 60 a 64 años,345
MILPA ALTA,San Pablo Oztotepec,Mujer,n) 65 a 69 años,248
MILPA ALTA,San Pablo Oztotepec,Mujer,o) 70 a 74 años,166
MILPA ALTA,San Pablo Oztotepec,Mujer,p) 75 a 79 años,122
MILPA ALTA,San Pablo Oztotepec,Mujer,q) 80 a 84 años,75
MILPA ALTA,San Pablo Oztotepec,Mujer,r) 85 años y más,61
MILPA ALTA,San Pedro Atocpan,Hombre,a) 0 a 4 años,317
MILPA ALTA,San Pedro Atocpan,Hombre,b) 5 a 9 años,369
MILPA ALTA,San Pedro Atocpan,Hombre,c) 10 a 14 años,366
MILPA ALTA,San Pedro Atocpan,Hombre,d) 15 a 19 años,422
MILPA ALTA,San Pedro Atocpan,Hombre,e) 20 a 24 años,380
MILPA ALTA,San Pedro Atocpan,Hombre,f) 25 a 29 años,427
MILPA ALTA,San Pedro Atocpan,Hombre,g) 30 a 34 años,363
MILPA ALTA,San Pedro Atocpan,Hombre,h) 35 a 39 años,322
MILPA ALTA,San Pedro Atocpan,Hombre,i) 40 a 44 años,284
MILPA ALTA,San Pedro Atocpan,Hombre,j) 45 a 49 años,285
MILPA ALTA,San Pedro Atocpan,Hombre,k) 50 a 54 años,238
MILPA ALTA,San Pedro Atocpan,Hombre,l) 55 a 59 años,221
MILPA ALTA,San Pedro Atocpan,Hombre,m) 60 a 64 años,215
MILPA ALTA,San Pedro Atocpan,Hombre,n) 65 a 69 años,129
MILPA ALTA,San Pedro Atocpan,Hombre,o) 70 a 74 años,84
MILPA ALTA,San Pedro Atocpan,Hombre,p) 75 a 79 años,56
MILPA ALTA,San Pedro Atocpan,Hombre,q) 80 a 84 años,37
