alcaldia,localidad,sexo,rango_edad,poblacion
MILPA ALTA,Tepetipac,Hombre,e) 20 a 24 años,6
MILPA ALTA,Tepetipac,Hombre,f) 25 a 29 años,10
MILPA ALTA,Tepetipac,Hombre,g) 30 a 34 años,7
MILPA ALTA,Tepetipac,Hombre,h) 35 a 39 años,8
MILPA ALTA,Tepetipac,Hombre,i) 40 a 44 años,8
MILPA ALTA,Tepetipac,Hombre,j) 45 a 49 años,12
MILPA ALTA,Tepetipac,Hombre,k) 50 a 54 años,10
MILPA ALTA,Tepetipac,Hombre,l) 55 a 59 años,7
MILPA ALTA,Tepetipac,Hombre,m) 60 a 64 años,1
MILPA ALTA,Tepetipac,Hombre,n) 65 a 69 años,4
MILPA ALTA,Tepetipac,Hombre,o) 70 a 74 años,0
MILPA ALTA,Tepetipac,Hombre,p) 75 a 79 años,1
MILPA ALTA,Tepetipac,Hombre,q) 80 a 84 años,1
MILPA ALTA,Tepetipac,Hombre,r) 85 años y más,0
MILPA ALTA,Tepetipac,Mujer,a) 0 a 4 años,13
MILPA ALTA,Tepetipac,Mujer,b) 5 a 9 años,18
MILPA ALTA,Tepetipac,Mujer,c) 10 a 14 años,11
MILPA ALTA,Tepetipac,Mujer,d) 15 a 19 años,11
MILPA ALTA,Tepetipac,Mujer,e) 20 a 24 años,19
MILPA ALTA,Tepetipac,Mujer,f) 25 a 29 años,21
MILPA ALTA,Tepetipac,Mujer,g) 30 a 34 años,8
MILPA ALTA,Tepetipac,Mujer,h) 35 a 39 años,12
MILPA ALTA,Tepetipac,Mujer,i) 40 a 44 años,9
MILPA ALTA,Tepetipac,Mujer,j) 45 a 49 años,11
MILPA ALTA,Tepetipac,Mujer,k) 50 a 54 años,8
MILPA ALTA,Tepetipac,Mujer,l) 55 a 59 años,2
MILPA ALTA,Tepetipac,Mujer,m) 60 a 64 años,4
MILPA ALTA,Tepetipac,Mujer,n) 65 a 69 años,2
MILPA ALTA,Tepetipac,Mujer,o) 70 a 74 años,1
MILPA ALTA,Tepetipac,Mujer,p) 75 a 79 años,0
MILPA ALTA,Tepetipac,Mujer,q) 80 a 84 años,2
MILPA ALTA,Tepetipac,Mujer,r) 85 años y más,0
MILPA ALTA,Mecalco (Camino al Mirador),Hombre,a) 0 a 4 años,10
MILPA ALTA,Mecalco (Camino al Mirador),Hombre,b) 5 a 9 años,12
MILPA ALTA,Mecalco (Camino al Mirador),Hombre,c) 10 a 14 años,5
MILPA ALTA,Mecalco (Camino al Mirador),Hombre,d) 15 a 19 años,9
MILPA ALTA,Mecalco (Camino al Mirador),Hombre,e) 20 a 24 años,9
MILPA ALTA,Mecalco (Camino al Mirador),Hombre,f) 25 a 29 años,9
MILPA ALTA,Mecalco (Camino al Mirador),Hombre,g) 30 a 34 años,13
MILPA ALTA,Mecalco (Camino al Mirador),Hombre,h) 35 a 39 años,8
MILPA ALTA,Mecalco (Camino al Mirador),Hombre,i) 40 a 44 años,9
MILPA ALTA,Mecalco (Camino al Mirador),Hombre,j) 45 a 49 años,7
MILPA ALTA,Mecalco (Camino al Mirador),Hombre,k) 50 a 54 años,3
MILPA ALTA,Mecalco (Camino al Mirador),Hombre,l) 55 a 59 años,9
MILPA ALTA,Mecalco (Camino al Mirador),Hombre,m) 60 a 64 años,2
MILPA ALTA,Mecalco (Camino al Mirador),Hombre,n) 65 a 69 años,3
MILPA ALTA,Mecalco (Camino al Mirador),Hombre,o) 70 a 74 años,3
MILPA ALTA,Mecalco (Camino al Mirador),Hombre,p) 75 a 79 años,3
MILPA ALTA,Mecalco (Camino al Mirador),Hombre,q) 80 a 84 años,0
MILPA ALTA,Mecalco (Camino al Mirador),Hombre,r) 85 años y más,0
MILPA ALTA,Mecalco (Camino al Mirador),Mujer,a) 0 a 4 años,7
MILPA ALTA,Mecalco (Camino al Mirador),Mujer,b) 5 a 9 años,12
MILPA ALTA,Mecalco (Camino al Mirador),Mujer,c) 10 a 14 años,14
MILPA ALTA,Mecalco (Camino al Mirador),Mujer,d) 15 a 19 años,10
MILPA ALTA,Mecalco (Camino al Mirador),Mujer,e) 20 a 24 años,8
MILPA ALTA,Mecalco (Camino al Mirador),Mujer,f) 25 a 29 años,15
MILPA ALTA,Mecalco (Camino al Mirador),Mujer,g) 30 a 34 años,12
MILPA ALTA,Mecalco (Camino al Mirador),Mujer,h) 35 a 39 años,7
MILPA ALTA,Mecalco (Camino al Mirador),Mujer,i) 40 a 44 años,6
MILPA ALTA,Mecalco (Camino al Mirador),Mujer,j) 45 a 49 años,3
MILPA ALTA,Mecalco (Camino al Mirador),Mujer,k) 50 a 54 años,9
MILPA ALTA,Mecalco (Camino al Mirador),Mujer,l) 55 a 59 años,2
MILPA ALTA,Mecalco (Camino al Mirador),Mujer,m) 60 a 64 años,4
MILPA ALTA,Mecalco (Camino al Mirador),Mujer,n) 65 a 69 años,5
MILPA ALTA,Mecalco (Camino al Mirador),Mujer,o) 70 a 74 años,2
MILPA ALTA,Mecalco (Camino al Mirador),Mujer,p) 75 a 79 años,0
MILPA ALTA,Mecalco (Camino al Mirador),Mujer,q) 80 a 84 años,2
MILPA ALTA,Mecalco (Camino al Mirador),Mujer,r) 85 años y más,0
MILPA ALTA,Zacazontlipac,Hombre,a) 0 a 4 años,12
MILPA ALTA,Zacazontlipac,Hombre,b) 5 a 9 años,12
MILPA ALTA,Zacazontlipac,Hombre,c) 10 a 14 años,15
MILPA ALTA,Zacazontlipac,Hombre,d) 15 a 19 años,14
MILPA ALTA,Zacazontlipac,Hombre,e) 20 a 24 años,15
MILPA ALTA,Zacazontlipac,Hombre,f) 25 a 29 años,15
MILPA ALTA,Zacazontlipac,Hombre,g) 30 a 34 años,24
MILPA ALTA,Zacazontlipac,Hombre,h) 35 a 39 años,10
MILPA ALTA,Zacazontlipac,Hombre,i) 40 a 44 años,20
MILPA ALTA,Zacazontlipac,Hombre,j) 45 a 49 años,17
MILPA ALTA,Zacazontlipac,Hombre,k) 50 a 54 años,10
MILPA ALTA,Zacazontlipac,Hombre,l) 55 a 59 años,2
MILPA ALTA,Zacazontlipac,Hombre,m) 60 a 64 años,6
MILPA ALTA,Zacazontlipac,Hombre,n) 65 a 69 años,3
MILPA ALTA,Zacazontlipac,Hombre,o) 70 a 74 años,5
MILPA ALTA,Zacazontlipac,Hombre,p) 75 a 79 años,1
MILPA ALTA,Zacazontlipac,Hombre,q) 80 a 84 años,0
MILPA ALTA,Zacazontlipac,Hombre,r) 85 años y más,1
MILPA ALTA,Zacazontlipac,Mujer,a) 0 a 4 años,11
MILPA ALTA,Zacazontlipac,Mujer,b) 5 a 9 años,10
MILPA ALTA,Zacazontlipac,Mujer,c) 10 a 14 años,14
MILPA ALTA,Zacazontlipac,Mujer,d) 15 a 19 años,14
MILPA ALTA,Zacazontlipac,Mujer,e) 20 a 24 años,23
MILPA ALTA,Zacazontlipac,Mujer,f) 25 a 29 años,14
MILPA ALTA,Zacazontlipac,Mujer,g) 30 a 34 años,18
MILPA ALTA,Zacazontlipac,Mujer,h) 35 a 39 años,16
MILPA ALTA,Zacazontlipac,Mujer,i) 40 a 44 años,17
MILPA ALTA,Zacazontlipac,Mujer,j) 45 a 49 años,14
MILPA ALTA,Zacazontlipac,Mujer,k) 50 a 54 años,6
MILPA ALTA,Zacazontlipac,Mujer,l) 55 a 59 años,6
MILPA ALTA,Zacazontlipac,Mujer,m) 60 a 64 años,5
MILPA ALTA,Zacazontlipac,Mujer,n) 65 a 69 años,7
MILPA ALTA,Zacazontlipac,Mujer,o) 70 a 74 años,1
MILPA ALTA,Zacazontlipac,Mujer,p) 75 a 79 años,5
MILPA ALTA,Zacazontlipac,Mujer,q) 80 a 84 años,0
MILPA ALTA,Zacazontlipac,Mujer,r) 85 años y más,0
MILPA ALTA,Santa Catarina (Piedra Blanca),Hombre,a) 0 a 4 años,3
MILPA ALTA,Santa Catarina (Piedra Blanca),Hombre,b) 5 a 9 años,5
MILPA ALTA,Santa Catarina (Piedra Blanca),Hombre,c) 10 a 14 años,6
MILPA ALTA,Santa Catarina (Piedra Blanca),Hombre,d) 15 a 19 años,12
MILPA ALTA,Santa Catarina (Piedra Blanca),Hombre,e) 20 a 24 años,6
MILPA ALTA,Santa Catarina (Piedra Blanca),Hombre,f) 25 a 29 años,8
MILPA ALTA,Santa Catarina (Piedra Blanca),Hombre,g) 30 a 34 años,8
MILPA ALTA,Santa Catarina (Piedra Blanca),Hombre,h) 35 a 39 años,7
MILPA ALTA,Santa Catarina (Piedra Blanca),Hombre,i) 40 a 44 años,3
MILPA ALTA,Santa Catarina (Piedra Blanca),Hombre,j) 45 a 49 años,6
MILPA ALTA,Santa Catarina (Piedra Blanca),Hombre,k) 50 a 54 años,3
MILPA ALTA,Santa Catarina (Piedra Blanca),Hombre,l) 55 a 59 años,6
MILPA ALTA,Santa Catarina (Piedra Blanca),Hombre,m) 60 a 64 años,7
MILPA ALTA,Santa Catarina (Piedra Blanca),Hombre,n) 65 a 69 años,4
MILPA ALTA,Santa Catarina (Piedra Blanca),Hombre,o) 70 a 74 años,4
MILPA ALTA,Santa Catarina (Piedra Blanca),Hombre,p) 75 a 79 años,0
MILPA ALTA,Santa Catarina (Piedra Blanca),Hombre,q) 80 a 84 años,0
MILPA ALTA,Santa Catarina (Piedra Blanca),Hombre,r) 85 años y más,2
MILPA ALTA,Santa Catarina (Piedra Blanca),Mujer,a) 0 a 4 años,1
MILPA ALTA,Santa Catarina (Piedra Blanca),Mujer,b) 5 a 9 años,6
MILPA ALTA,Santa Catarina (Piedra Blanca),Mujer,c) 10 a 14 años,7
MILPA ALTA,Santa Catarina (Piedra Blanca),Mujer,d) 15 a 19 años,5
MILPA ALTA,Santa Catarina (Piedra Blanca),Mujer,e) 20 a 24 años,8
MILPA ALTA,Santa Catarina (Piedra Blanca),Mujer,f) 25 a 29 años,6
MILPA ALTA,Santa Catarina (Piedra Blanca),Mujer,g) 30 a 34 años,6
MILPA ALTA,Santa Catarina (Piedra Blanca),Mujer,h) 35 a 39 años,6
MILPA ALTA,Santa Catarina (Piedra Blanca),Mujer,i) 40 a 44 años,7
MILPA ALTA,Santa Catarina (Piedra Blanca),Mujer,j) 45 a 49 años,11
MILPA ALTA,Santa Catarina (Piedra Blanca),Mujer,k) 50 a 54 años,3
MILPA ALTA,Santa Catarina (Piedra Blanca),Mujer,l) 55 a 59 años,9
MILPA ALTA,Santa Catarina (Piedra Blanca),Mujer,m) 60 a 64 años,4
MILPA ALTA,Santa Catarina (Piedra Blanca),Mujer,n) 65 a 69 años,4
MILPA ALTA,Santa Catarina (Piedra Blanca),Mujer,o) 70 a 74 años,2
MILPA ALTA,Santa Catarina (Piedra Blanca),Mujer,p) 75 a 79 años,0
MILPA ALTA,Santa Catarina (Piedra Blanca),Mujer,q) 80 a 84 años,2
MILPA ALTA,Santa Catarina (Piedra Blanca),Mujer,r) 85 años y más,0
MILPA ALTA,Cuauhtetec,Hombre,a) 0 a 4 años,9
MILPA ALTA,Cuauhtetec,Hombre,b) 5 a 9 años,11
MILPA ALTA,Cuauhtetec,Hombre,c) 10 a 14 años,14
MILPA ALTA,Cuauhtetec,Hombre,d) 15 a 19 años,11
MILPA ALTA,Cuauhtetec,Hombre,e) 20 a 24 años,20
MILPA ALTA,Cuauhtetec,Hombre,f) 25 a 29 años,10
MILPA ALTA,Cuauhtetec,Hombre,g) 30 a 34 años,13
MILPA ALTA,Cuauhtetec,Hombre,h) 35 a 39 años,11
MILPA ALTA,Cuauhtetec,Hombre,i) 40 a 44 años,12
MILPA ALTA,Cuauhtetec,Hombre,j) 45 a 49 años,7
MILPA ALTA,Cuauhtetec,Hombre,k) 50 a 54 años,3
MILPA ALTA,Cuauhtetec,Hombre,l) 55 a 59 años,7
MILPA ALTA,Cuauhtetec,Hombre,m) 60 a 64 años,2
MILPA ALTA,Cuauhtetec,Hombre,n) 65 a 69 años,4
MILPA ALTA,Cuauhtetec,Hombre,o) 70 a 74 años,1
MILPA ALTA,Cuauhtetec,Hombre,p) 75 a 79 años,0
MILPA ALTA,Cuauhtetec,Hombre,q) 80 a 84 años,1
MILPA ALTA,Cuauhtetec,Hombre,r) 85 años y más,0
MILPA ALTA,Cuauhtetec,Mujer,a) 0 a 4 años,7
MILPA ALTA,Cuauhtetec,Mujer,b) 5 a 9 años,14
MILPA ALTA,Cuauhtetec,Mujer,c) 10 a 14 años,14
MILPA ALTA,Cuauhtetec,Mujer,d) 15 a 19 años,10
MILPA ALTA,Cuauhtetec,Mujer,e) 20 a 24 años,14
MILPA ALTA,Cuauhtetec,Mujer,f) 25 a 29 años,9
MILPA ALTA,Cuauhtetec,Mujer,g) 30 a 34 años,16
MILPA ALTA,Cuauhtetec,Mujer,h) 35 a 39 años,9
MILPA ALTA,Cuauhtetec,Mujer,i) 40 a 44 años,13
MILPA ALTA,Cuauhtetec,Mujer,j) 45 a 49 años,5
MILPA ALTA,Cuauhtetec,Mujer,k) 50 a 54 años,12
MILPA ALTA,Cuauhtetec,Mujer,l) 55 a 59 años,4
MILPA ALTA,Cuauhtetec,Mujer,m) 60 a 64 años,4
MILPA ALTA,Cuauhtetec,Mujer,n) 65 a 69 años,3
MILPA ALTA,Cuauhtetec,Mujer,o) 70 a 74 años,0
MILPA ALTA,Cuauhtetec,Mujer,p) 75 a 79 años,0
MILPA ALTA,Cuauhtetec,Mujer,q) 80 a 84 años,0
MILPA ALTA,Cuauhtetec,Mujer,r) 85 años y más,0
MILPA ALTA,Olla de Piedra,Hombre,a) 0 a 4 años,6
MILPA ALTA,Olla de Piedra,Hombre,b) 5 a 9 años,3
MILPA ALTA,Olla de Piedra,Hombre,c) 10 a 14 años,9
MILPA ALTA,Olla de Piedra,Hombre,d) 15 a 19 años,9
MILPA ALTA,Olla de Piedra,Hombre,e) 20 a 24 años,4
MILPA ALTA,Olla de Piedra,Hombre,f) 25 a 29 años,2
MILPA ALTA,Olla de Piedra,Hombre,g) 30 a 34 años,5
MILPA ALTA,Olla de Piedra,Hombre,h) 35 a 39 años,5
MILPA ALTA,Olla de Piedra,Hombre,i) 40 a 44 años,10
MILPA ALTA,Olla de Piedra,Hombre,j) 45 a 49 años,4
MILPA ALTA,Olla de Piedra,Hombre,k) 50 a 54 años,2
MILPA ALTA,Olla de Piedra,Hombre,l) 55 a 59 años,2
MILPA ALTA,Olla de Piedra,Hombre,m) 60 a 64 años,1
MILPA ALTA,Olla de Piedra,Hombre,n) 65 a 69 años,1
MILPA ALTA,Olla de Piedra,Hombre,o) 70 a 74 años,1
MILPA ALTA,Olla de Piedra,Hombre,p) 75 a 79 años,0
MILPA ALTA,Olla de Piedra,Hombre,q) 80 a 84 años,0
MILPA ALTA,Olla de Piedra,Hombre,r) 85 años y más,0
MILPA ALTA,Olla de Piedra,Mujer,a) 0 a 4 años,5
MILPA ALTA,Olla de Piedra,Mujer,b) 5 a 9 años,6
MILPA ALTA,Olla de Piedra,Mujer,c) 10 a 14 años,3
MILPA ALTA,Olla de Piedra,Mujer,d) 15 a 19 años,6
MILPA ALTA,Olla de Piedra,Mujer,e) 20 a 24 años,7
MILPA ALTA,Olla de Piedra,Mujer,f) 25 a 29 años,3
MILPA ALTA,Olla de Piedra,Mujer,g) 30 a 34 años,5
MILPA ALTA,Olla de Piedra,Mujer,h) 35 a 39 años,12
MILPA ALTA,Olla de Piedra,Mujer,i) 40 a 44 años,2
MILPA ALTA,Olla de Piedra,Mujer,j) 45 a 49 años,4
MILPA ALTA,Olla de Piedra,Mujer,k) 50 a 54 años,1
MILPA ALTA,Olla de Piedra,Mujer,l) 55 a 59 años,4
MILPA ALTA,Olla de Piedra,Mujer,m) 60 a 64 años,1
MILPA ALTA,Olla de Piedra,Mujer,n) 65 a 69 años,1
MILPA ALTA,Olla de Piedra,Mujer,o) 70 a 74 años,2
MILPA ALTA,Olla de Piedra,Mujer,p) 75 a 79 años,0
MILPA ALTA,Olla de Piedra,Mujer,q) 80 a 84 años,0
MILPA ALTA,Olla de Piedra,Mujer,r) 85 años y más,0
MILPA ALTA,Oluca,Hombre,a) 0 a 4 años,10
MILPA ALTA,Oluca,Hombre,b) 5 a 9 años,18
MILPA ALTA,Oluca,Hombre,c) 10 a 14 años,22
MILPA ALTA,Oluca,Hombre,d) 15 a 19 años,20
MILPA ALTA,Oluca,Hombre,e) 20 a 24 años,16
MILPA ALTA,Oluca,Hombre,f) 25 a 29 años,17
MILPA ALTA,Oluca,Hombre,g) 30 a 34 años,13
MILPA ALTA,Oluca,Hombre,h) 35 a 39 años,14
MILPA ALTA,Oluca,Hombre,i) 40 a 44 años,12
MILPA ALTA,Oluca,Hombre,j) 45 a 49 años,14
MILPA ALTA,Oluca,Hombre,k) 50 a 54 años,15
MILPA ALTA,Oluca,Hombre,l) 55 a 59 años,13
MILPA ALTA,Oluca,Hombre,m) 60 a 64 años,3
MILPA ALTA,Oluca,Hombre,n) 65 a 69 años,2
MILPA ALTA,Oluca,Hombre,o) 70 a 74 años,1
MILPA ALTA,Oluca,Hombre,p) 75 a 79 años,1
MILPA ALTA,Oluca,Hombre,q) 80 a 84 años,0
MILPA ALTA,Oluca,Hombre,r) 85 años y más,1
MILPA ALTA,Oluca,Mujer,a) 0 a 4 años,9
MILPA ALTA,Oluca,Mujer,b) 5 a 9 años,15
MILPA ALTA,Oluca,Mujer,c) 10 a 14 años,12
MILPA ALTA,Oluca,Mujer,d) 15 a 19 años,19
MILPA ALTA,Oluca,Mujer,e) 20 a 24 años,13
MILPA ALTA,Oluca,Mujer,f) 25 a 29 años,11
MILPA ALTA,Oluca,Mujer,g) 30 a 34 años,15
MILPA ALTA,Oluca,Mujer,h) 35 a 39 años,12
MILPA ALTA,Oluca,Mujer,i) 40 a 44 años,20
MILPA ALTA,Oluca,Mujer,j) 45 a 49 años,18
MILPA ALTA,Oluca,Mujer,k) 50 a 54 años,6
MILPA ALTA,Oluca,Mujer,l) 55 a 59 años,11
MILPA ALTA,Oluca,Mujer,m) 60 a 64 años,7
MILPA ALTA,Oluca,Mujer,n) 65 a 69 años,3
MILPA ALTA,Oluca,Mujer,o) 70 a 74 años,1
MILPA ALTA,Oluca,Mujer,p) 75 a 79 años,1
MILPA ALTA,Oluca,Mujer,q) 80 a 84 años,1
MILPA ALTA,Oluca,Mujer,r) 85 años y más,1
MILPA ALTA,Tuzanco (La Joya),Hombre,a) 0 a 4 años,13
MILPA ALTA,Tuzanco (La Joya),Hombre,b) 5 a 9 años,5
MILPA ALTA,Tuzanco (La Joya),Hombre,c) 10 a 14 años,22
MILPA ALTA,Tuzanco (La Joya),Hombre,d) 15 a 19 años,27
MILPA ALTA,Tuzanco (La Joya),Hombre,e) 20 a 24 años,9
MILPA ALTA,Tuzanco (La Joya),Hombre,f) 25 a 29 años,16
MILPA ALTA,Tuzanco (La Joya),Hombre,g) 30 a 34 años,10
MILPA ALTA,Tuzanco (La Joya),Hombre,h) 35 a 39 años,16
MILPA ALTA,Tuzanco (La Joya),Hombre,i) 40 a 44 años,13
MILPA ALTA,Tuzanco (La Joya),Hombre,j) 45 a 49 años,13
MILPA ALTA,Tuzanco (La Joya),Hombre,k) 50 a 54 años,14
MILPA ALTA,Tuzanco (La Joya),Hombre,l) 55 a 59 años,6
MILPA ALTA,Tuzanco (La Joya),Hombre,m) 60 a 64 años,4
MILPA ALTA,Tuzanco (La Joya),Hombre,n) 65 a 69 años,2
MILPA ALTA,Tuzanco (La Joya),Hombre,o) 70 a 74 años,2
MILPA ALTA,Tuzanco (La Joya),Hombre,p) 75 a 79 años,0
MILPA ALTA,Tuzanco (La Joya),Hombre,q) 80 a 84 años,0
MILPA ALTA,Tuzanco (La Joya),Hombre,r) 85 años y más,0
MILPA ALTA,Tuzanco (La Joya),Mujer,a) 0 a 4 años,18
MILPA ALTA,Tuzanco (La Joya),Mujer,b) 5 a 9 años,16
MILPA ALTA,Tuzanco (La Joya),Mujer,c) 10 a 14 años,12
MILPA ALTA,Tuzanco (La Joya),Mujer,d) 15 a 19 años,16
MILPA ALTA,Tuzanco (La Joya),Mujer,e) 20 a 24 años,17
MILPA ALTA,Tuzanco (La Joya),Mujer,f) 25 a 29 años,19
MILPA ALTA,Tuzanco (La Joya),Mujer,g) 30 a 34 años,18
MILPA ALTA,Tuzanco (La Joya),Mujer,h) 35 a 39 años,9
MILPA ALTA,Tuzanco (La Joya),Mujer,i) 40 a 44 años,17
MILPA ALTA,Tuzanco (La Joya),Mujer,j) 45 a 49 años,13
MILPA ALTA,Tuzanco (La Joya),Mujer,k) 50 a 54 años,7
MILPA ALTA,Tuzanco (La Joya),Mujer,l) 55 a 59 años,8
MILPA ALTA,Tuzanco (La Joya),Mujer,m) 60 a 64 años,3
MILPA ALTA,Tuzanco (La Joya),Mujer,n) 65 a 69 años,1
MILPA ALTA,Tuzanco (La Joya),Mujer,o) 70 a 74 años,3
MILPA ALTA,Tuzanco (La Joya),Mujer,p) 75 a 79 años,2
MILPA ALTA,Tuzanco (La Joya),Mujer,q) 80 a 84 años,0
MILPA ALTA,Tuzanco (La Joya),Mujer,r) 85 años y más,0
MILPA ALTA,Joyas Parte Alta,Hombre,a) 0 a 4 años,26
MILPA ALTA,Joyas Parte Alta,Hombre,b) 5 a 9 años,31
MILPA ALTA,Joyas Parte Alta,Hombre,c) 10 a 14 años,35
MILPA ALTA,Joyas Parte Alta,Hombre,d) 15 a 19 años,34
MILPA ALTA,Joyas Parte Alta,Hombre,e) 20 a 24 años,25
MILPA ALTA,Joyas Parte Alta,Hombre,f) 25 a 29 años,29
MILPA ALTA,Joyas Parte Alta,Hombre,g) 30 a 34 años,19
MILPA ALTA,Joyas Parte Alta,Hombre,h) 35 a 39 años,16
MILPA ALTA,Joyas Parte Alta,Hombre,i) 40 a 44 años,20
MILPA ALTA,Joyas Parte Alta,Hombre,j) 45 a 49 años,22
MILPA ALTA,Joyas Parte Alta,Hombre,k) 50 a 54 años,15
MILPA ALTA,Joyas Parte Alta,Hombre,l) 55 a 59 años,13
MILPA ALTA,Joyas Parte Alta,Hombre,m) 60 a 64 años,5
MILPA ALTA,Joyas Parte Alta,Hombre,n) 65 a 69 años,7
MILPA ALTA,Joyas Parte Alta,Hombre,o) 70 a 74 años,2
MILPA ALTA,Joyas Parte Alta,Hombre,p) 75 a 79 años,0
MILPA ALTA,Joyas Parte Alta,Hombre,q) 80 a 84 años,1
MILPA ALTA,Joyas Parte Alta,Hombre,r) 85 años y más,1
MILPA ALTA,Joyas Parte Alta,Mujer,a) 0 a 4 años,30
MILPA ALTA,Joyas Parte Alta,Mujer,b) 5 a 9 años,15
MILPA ALTA,Joyas Parte Alta,Mujer,c) 10 a 14 años,22
MILPA ALTA,Joyas Parte Alta,Mujer,d) 15 a 19 años,31
MILPA ALTA,Joyas Parte Alta,Mujer,e) 20 a 24 años,34
MILPA ALTA,Joyas Parte Alta,Mujer,f) 25 a 29 años,29
MILPA ALTA,Joyas Parte Alta,Mujer,g) 30 a 34 años,22
MILPA ALTA,Joyas Parte Alta,Mujer,h) 35 a 39 años,23
MILPA ALTA,Joyas Parte Alta,Mujer,i) 40 a 44 años,18
MILPA ALTA,Joyas Parte Alta,Mujer,j) 45 a 49 años,23
MILPA ALTA,Joyas Parte Alta,Mujer,k) 50 a 54 años,15
MILPA ALTA,Joyas Parte Alta,Mujer,l) 55 a 59 años,12
MILPA ALTA,Joyas Parte Alta,Mujer,m) 60 a 64 años,6
MILPA ALTA,Joyas Parte Alta,Mujer,n) 65 a 69 años,5
MILPA ALTA,Joyas Parte Alta,Mujer,o) 70 a 74 años,2
MILPA ALTA,Joyas Parte Alta,Mujer,p) 75 a 79 años,1
MILPA ALTA,Joyas Parte Alta,Mujer,q) 80 a 84 años,0
MILPA ALTA,Joyas Parte Alta,Mujer,r) 85 años y más,2
MILPA ALTA,San Antonio Cuilotepec,Hombre,a) 0 a 4 años,13
MILPA ALTA,San Antonio Cuilotepec,Hombre,b) 5 a 9 años,19
MILPA ALTA,San Antonio Cuilotepec,Hombre,c) 10 a 14 años,17
MILPA ALTA,San Antonio Cuilotepec,Hombre,d) 15 a 19 años,24
MILPA ALTA,San Antonio Cuilotepec,Hombre,e) 20 a 24 años,20
MILPA ALTA,San Antonio Cuilotepec,Hombre,f) 25 a 29 años,18
MILPA ALTA,San Antonio Cuilotepec,Hombre,g) 30 a 34 años,17
MILPA ALTA,San Antonio Cuilotepec,Hombre,h) 35 a 39 años,10
MILPA ALTA,San Antonio Cuilotepec,Hombre,i) 40 a 44 años,18
MILPA ALTA,San Antonio Cuilotepec,Hombre,j) 45 a 49 años,9
MILPA ALTA,San Antonio Cuilotepec,Hombre,k) 50 a 54 años,11
MILPA ALTA,San Antonio Cuilotepec,Hombre,l) 55 a 59 años,6
MILPA ALTA,San Antonio Cuilotepec,Hombre,m) 60 a 64 años,2
MILPA ALTA,San Antonio Cuilotepec,Hombre,n) 65 a 69 años,2
MILPA ALTA,San Antonio Cuilotepec,Hombre,o) 70 a 74 años,4
MILPA ALTA,San Antonio Cuilotepec,Hombre,p) 75 a 79 años,1
MILPA ALTA,San Antonio Cuilotepec,Hombre,q) 80 a 84 años,0
MILPA ALTA,San Antonio Cuilotepec,Hombre,r) 85 años y más,0
MILPA ALTA,San Antonio Cuilotepec,Mujer,a) 0 a 4 años,13
MILPA ALTA,San Antonio Cuilotepec,Mujer,b) 5 a 9 años,20
MILPA ALTA,San Antonio Cuilotepec,Mujer,c) 10 a 14 años,26
MILPA ALTA,San Antonio Cuilotepec,Mujer,d) 15 a 19 años,16
MILPA ALTA,San Antonio Cuilotepec,Mujer,e) 20 a 24 años,21
MILPA ALTA,San Antonio Cuilotepec,Mujer,f) 25 a 29 años,18
MILPA ALTA,San Antonio Cuilotepec,Mujer,g) 30 a 34 años,16
MILPA ALTA,San Antonio Cuilotepec,Mujer,h) 35 a 39 años,17
MILPA ALTA,San Antonio Cuilotepec,Mujer,i) 40 a 44 años,12
MILPA ALTA,San Antonio Cuilotepec,Mujer,j) 45 a 49 años,11
MILPA ALTA,San Antonio Cuilotepec,Mujer,k) 50 a 54 años,11
MILPA ALTA,San Antonio Cuilotepec,Mujer,l) 55 a 59 años,9
MILPA ALTA,San Antonio Cuilotepec,Mujer,m) 60 a 64 años,5
MILPA ALTA,San Antonio Cuilotepec,Mujer,n) 65 a 69 años,2
MILPA ALTA,San Antonio Cuilotepec,Mujer,o) 70 a 74 años,0
MILPA ALTA,San Antonio Cuilotepec,Mujer,p) 75 a 79 años,0
MILPA ALTA,San Antonio Cuilotepec,Mujer,q) 80 a 84 años,1
MILPA ALTA,San Antonio Cuilotepec,Mujer,r) 85 años y más,1
MILPA ALTA,San Nicolás Tetelco,Hombre,a) 0 a 4 años,164
MILPA ALTA,San Nicolás Tetelco,Hombre,b) 5 a 9 años,177
MILPA ALTA,San Nicolás Tetelco,Hombre,c) 10 a 14 años,221
MILPA ALTA,San Nicolás Tetelco,Hombre,d) 15 a 19 años,179
MILPA ALTA,San Nicolás Tetelco,Hombre,e) 20 a 24 años,172
MILPA ALTA,San Nicolás Tetelco,Hombre,f) 25 a 29 años,177
MILPA ALTA,San Nicolás Tetelco,Hombre,g) 30 a 34 años,154
MILPA ALTA,San Nicolás Tetelco,Hombre,h) 35 a 39 años,146
MILPA ALTA,San Nicolás Tetelco,Hombre,i) 40 a 44 años,119
MILPA ALTA,San Nicolás Tetelco,Hombre,j) 45 a 49 años,134
MILPA ALTA,San Nicolás Tetelco,Hombre,k) 50 a 54 años,108
MILPA ALTA,San Nicolás Tetelco,Hombre,l) 55 a 59 años,86
MILPA ALTA,San Nicolás Tetelco,Hombre,m) 60 a 64 años,62
MILPA ALTA,San Nicolás Tetelco,Hombre,n) 65 a 69 años,54
